question,pmid,adaptation,sent_id,source,target,operation
3,28806047,adaptation3,2,Hypokalemia often is asymptomatic; symptoms are more common in older adults.,Hypokalemia can happen without patients noticing anything wrong. Older adult more commonly notice some effect (symptom) of hypokalemia.,Explanation
3,28806047,adaptation3,3,Common symptoms are cardiac arrhythmias and muscle weakness or pain.,Common effects (symptoms) of hypokalemia are abnormal heart beats and muscle weakness or pain.,Explanation
3,28806047,adaptation3,4,"Management consists of intravenous potassium replacement during cardiac monitoring for patients with marked symptoms, echocardiogram (ECG) abnormalities, or severe hypokalemia (ie, level less than 3.0 mEq/L).","Doctors treat hypokalemia with IV potassium while monitoring the heart  in patients who have significant symptoms, EKG problems, or severe hypokalemia.",Generalization
3,28806047,adaptation3,5,Oral replacement is appropriate for asymptomatic patients with less severe hypokalemia.,Doctors treat hypokalemia with potassium by mouth in patients without symptoms or if the hypokalemia is less severe.,Explanation
3,28806047,adaptation3,6,"Hyperkalemia (ie, level greater than 5.5 mEq/L) also can cause cardiac arrhythmias and muscle symptoms.",Hyperkalemia is a condition where the potassium level in the blood is higher than normal. Hyperkalemia can also cause abnormal heart beats and muscle symptoms.,Explanation
3,28806047,adaptation3,7,"Urgent management is warranted for patients with potassium levels of 6.5 mEq/L or greater, if ECG manifestations of hyperkalemia are present regardless of potassium levels, or if severe muscle symptoms occur.","Doctors must treat hyperkalemia right away if the blood potassium levels are too high, if EKG changes occur (no matter what the blood potassium levels are), or if severe muscle symptoms occur.",Substitution
3,28806047,adaptation3,8,"Urgent management includes intravenous calcium, intravenous insulin, and inhaled beta agonists.","This urgent treatment includes IV calcium, IV insulin, and medicines given by an inhalers (called beta-agonists).",Explanation
3,28806047,adaptation3,9,Hemodialysis can be used in urgent situations.,Kidney dialysis can be used in urgent situations,Substitution
3,28806047,adaptation3,10,"For patients with less severe hyperkalemia, renal elimination drugs sometimes are used, as are gastrointestinal elimination drugs.","For patients with less severe hyperkalemia, sometimes medicines are used that can get rid of the excess potassium through the kidneys or the  bowels.",Explanation
3,28806047,adaptation3,11,"For all patients with hypokalemia or hyperkalemia, drug regimens should be reevaluated and, when possible, hypokalemia- or hyperkalemia-causing drugs should be discontinued.","For all patients with hypokalemia or hyperkalemia, all drugs taken by the patient should be reviewed by their doctor. When possible, the drugs that cause hypokalemia or hyperkalemia should be stopped.",Explanation
3,29244647,adaptation3,1,Hyperkalemia results either from the shift of potassium out of cells or from abnormal renal potassium excretion.,Hyperkalemia is a condition where the potassium level in the blood is higher than normal. Potassium is a very important mineral in the body.  Hyperkalemia can be caused by too much potassium coming out of the cells into the blood. It can also be caused when the kidneys are not getting rid of enough potassium from the body through the urine.,Explanation
3,29244647,adaptation3,2,"Cell shift leads to transient increases in the plasma potassium concentration, whereas decreased renal excretion of potassium leads to sustained hyperkalemia.","Hyperkalemia is temporary when too much comes out of the cells into the bloodstream. But, when the kidneys cannot get rid of enough potassium from the body, the hyperkalemia can last a longer time.",Explanation
3,29244647,adaptation3,3,"Impairments in renal potassium excretion can be the result of reduced sodium delivery to the distal nephron, decreased mineralocorticoid level or activity, or abnormalities in the cortical collecting duct.",There can be a few different reasons why the kidneys don't function correctly to get rid of potassium.,Generalization
3,29244647,adaptation3,4,"In some instances, all 3 of these perturbations are present.","In some people, all the reasons are present at the same time.",Explanation
3,29244647,adaptation3,5,Excessive intake of potassium can cause hyperkalemia but usually in the setting of impaired renal function.,"Taking in too much potassium through food or drink can cause hyperkalemia, especially if a person has a kidney problem.",Explanation
3,29244647,adaptation3,6,We discuss the clinical manifestations of hyperkalemia and outline an approach to its diagnosis and treatment.,"In this paper, we talk about how hyperkalemia can effect you. We also talk about how doctors can diagnose and treat it",Explanation
3,31268919,adaptation3,1,"Purpose of review: Hyperkalemia is a potentially fatal electrolyte disorder, more commonly present when the potassium excretion capacity is imparied.",Hyperkalemia is a condition where the potassium level in the blood is higher than normal. Potassium is a very important mineral (electrolyte) in the body. Hyperkalemia is a potentially fatal electrolyte disorder. It more likely occurs when the body cannot get rid of potassium as well as it should.,Explanation
3,31268919,adaptation3,2,"Hyperkalemia can lead to adverse outcomes, especially due to severe cardiac arrhythmias.",Hyperkalemia can lead to serious problems. Especially because hyperkalemia can cause severe problems with the heart beat.,Explanation
3,31268919,adaptation3,3,"It can also impair the cardiovascular effects of renin-angiotensin-aldosterone system inhibitors (RAASis) and potassium rich diets, as hyperkalemia frequently leads to their discontinuation.",The renin-angiotensin-aldosterone system (RAAS) is a hormone system that manages blood pressure and fluid balance in the body. Drugs that block the RAAS (RAAS blockers) have good effects on the cardiovascular system (heart and blood vessels). But the RAAS blockers can cause hyperkalemia. High-potassium diets can also have good effects on the cardiovascular system. But doctors have to stop giving these RAAS blockers and also recommend low-potassium diets in patients with hyperkalemia.,Explanation
3,31268919,adaptation3,4,Recent findings: Potassium is a predictor of mortality and should be monitored closely for patients who are at risk for hyperkalemia.,Potassium can predict mortality. Potassium levels should be checked often in patients at risk for hyperkalemia.,Generalization
3,31268919,adaptation3,5,Acute hyperkalemia protocols have been revised and updated.,The rules for treating hyperkalemia that occurs rapidly have been updated.,Explanation
3,31268919,adaptation3,6,Randomized trials have shown that the new anti-hyperkalemic agents (patiromer and zirconium cyclosilicate) are effective hyperkalemia treatment options.,Patient studies have shown that the new drugs to treat hyperkalemia (patiromer and zirconium cyclosilicate) work well to treat hyperkalemia.,Substitution
3,31268919,adaptation3,7,The use of anti-hyperkalemic agents may allow for a less restrictive potassium diet and lower RAASi discontinuation rates.,These new drugs may let doctors continue to use the RAAS blockers more often. Doctors may be able to recommend less strict potassium diets too.,Explanation
3,31268919,adaptation3,8,"Summary: Hyperkalemia should be monitored closely for high-risk patients, as it is associated with adverse outcomes.",Hyperkalemia should be closely watched for in high-risk patients because it can lead to poor outcomes.,Substitution
3,31268919,adaptation3,9,"New therapies have demonstrated effective control, offering hope for potential use in patients that would benefit from diet or medications associated with an increase in serum potassium, indicating that the use of hyperkalemic agents can be associated with better outcomes.","New drugs have been shown to work well. There is hope that these new drugs can control the blood potassium levels in patients that would benefit from RAAS blockers and diets higher in potassium, leading to better overall treatment results.",Substitution
3,32518860,adaptation3,1,"Patients with end-stage renal disease (ESRD) on maintenance dialysis have a high risk of developing hyperkalemia, generally defined as serum potassium (K+) concentrations of >5.0 mmol/l, particularly those undergoing maintenance hemodialysis.","Patients with end-stage renal disease (ESRD) on regular, ongoing (maintenance) dialysis have a high risk of developing hyperkalemia. Hyperkalemia is defined as a potassium level in the blood that is higher than normal.",Substitution
3,32518860,adaptation3,2,"Currently, the key approaches to the management of hyperkalemia in patients with ESRD are dialysis, dietary K+ restriction, and avoidance of medications that increase hyperkalemia risk.","Currently, the main treatments of hyperkalemia in patients with ESRD are dialysis, eating a diet low in potassium, and avoiding medicines that increase the risk of hyperkalemia.",Substitution
3,32518860,adaptation3,3,"In this review, we highlight the issues and challenges associated with effective management of hyperkalemia in patients undergoing maintenance dialysis using an illustrative case presentation.","In this paper, we focus on the issues and problems associated with the treatment of hyperkalemia in patients on maintenance dialysis. We present a case to illustrate these issues.",Explanation
3,32518860,adaptation3,4,"In addition, we examine the potential nondialysis options for the management of these patients, including use of the newer K+ binder agents patiromer and sodium zirconium cyclosilicate, which may reduce the need for the highly restrictive dialysis diet, with its own implication on nutritional status in patients with ESRD, as well as reducing the risk of potentially life-threatening hyperkalemia.","We also discuss potential treatments, other than dialysis, for these patients. Newer drugs , such as patiromer and sodium zirconium cyclosilicate bind to potassium. These potassium-binding drugs may reduce the need for the very strict dialysis diet. Because the dialysis diet is very strict, there may be problems getting enough nutrition for patients with ESRD. These potassium-binding drugs may also reduce the risk of potentially life-threatening hyperkalemia.",Substitution
3,32775988,adaptation3,1,"In patients with advanced-stage chronic kidney disease (CKD), progressive kidney function decline leads to increased risk for hyperkalemia (serum potassium > 5.0 or >5.5 mEq/L).","In patients with advanced, long-standing (chronic) kidney disease (CKD), the kidney function continues to decline. This  decrease in kidney function leads to an greater risk of hyperkalemia. Hyperkalemia is a condition where the potassium level in the blood is higher than normal.  Potassium is a very important mineral in the body. Hyperkalemia is a important problem that happens mostly in people with long-lasting kidney disease.",Explanation
3,32775988,adaptation3,2,"Medications such as renin-angiotensin-aldosterone system inhibitors pose an additional hyperkalemia risk, especially in patients with CKD.","Some drugs can also cause an additional risk of hyperkalemia, especially in patients with chronic kidney disease (CKD). One such class of drugs, is the renin-angiotensin-aldosterone system inhibitors (RAAS blockers). The renin-angiotensin-aldosterone system (RAAS) is a hormone system that manages blood pressure and fluid balance in the body.",Explanation
3,32775988,adaptation3,3,"When hyperkalemia develops, clinicians often recommend a diet that is lower in potassium content.","When hyperkalemia develops, doctors often advise patients to go on a diet that is lower in potassium.",Explanation
3,32775988,adaptation3,4,This review discusses the barriers to adherence to a low-potassium diet and the impact of dietary restrictions on adverse clinical outcomes.,This study talks about the things that stop patients from following a low potassium diet. The paper also discusses what the effect of following a strict diet can have on poor patient outcomes.,Explanation
3,32775988,adaptation3,5,"Accumulating evidence indicates that a diet that incorporates potassium-rich foods has multiple health benefits, which may also be attributable to the other vitamin, mineral, and fiber content of potassium-rich foods.","Facts are showing that a diet that includes foods high in potassium is good for your health. These same foods may be good for your health because they also contain other vitamins, minerals, and fiber.",Explanation
3,32775988,adaptation3,6,These benefits include blood pressure reductions and reduced risks for cardiovascular disease and stroke.,"These benefits include lowering your blood pressure. The benefits also include lowering the risks for heart disease, blood vessel disease , and stroke.",Explanation
3,32775988,adaptation3,7,High-potassium foods may also prevent CKD progression and reduce mortality risk in patients with CKD.,Foods high in potassium may also prevent chronic kidney disease (CKD) from getting worse. High-potassium foods may also decrease the risk of death in patients with CKD.,Explanation
3,32775988,adaptation3,8,"Adjunctive treatment with the newer potassium-binding agents, patiromer and sodium zirconium cyclosilicate, may allow for optimal renin-angiotensin-aldosterone system inhibitor therapy in patients with CKD and hyperkalemia, potentially making it possible for patients with CKD and hyperkalemia to liberalize their diet.","Newer drugs, patiromer and sodium zirconium cyclosilicate, bind and get rid of excess potassium from the body. The use of these drugs may allow for renin-angiotensin-aldosterone system inhibitor (RAAS blocker) therapy in patients with CKD and hyperkalemia. Doctors using these drugs together may make it possible for patients with CKD and hyperkalemia to have more freedom with their diets.",Explanation
3,32775988,adaptation3,9,"This may allow them the health benefits of a high-potassium diet without the increased risk for hyperkalemia, although further studies are needed.",This treatment approach may give patients the health benefits of a high-potassium diet without the increased risk for hyperkalemia. Further studies are needed.,Substitution
3,32775988,adaptation2,1,"In patients with advanced-stage chronic kidney disease (CKD), progressive kidney function decline leads to increased risk for hyperkalemia (serum potassium > 5.0 or >5.5 mEq/L).","In patients with full-body-spreading, chronic kidney disease (CKD), kidney deterioration leads to higher risk of high blood potassium.",Generalization
3,32775988,adaptation2,2,"Medications such as renin-angiotensin-aldosterone system inhibitors pose an additional hyperkalemia risk, especially in patients with CKD.","Medications that block kidney-related monitoring of blood pressure and electrolytes worsen high blood potassium risk, especially in those with long-lasting kidney disease.",Explanation
3,32775988,adaptation2,3,"When hyperkalemia develops, clinicians often recommend a diet that is lower in potassium content.","When high blood potassium develops, clinicians recommend a lower-potassium diet.",Generalization
3,32775988,adaptation2,4,This review discusses the barriers to adherence to a low-potassium diet and the impact of dietary restrictions on adverse clinical outcomes.,This work explores hurdles to continuing a low-potassium diet and its effects on harmful medical outcomes.,Generalization
3,32775988,adaptation2,5,"Accumulating evidence indicates that a diet that incorporates potassium-rich foods has multiple health benefits, which may also be attributable to the other vitamin, mineral, and fiber content of potassium-rich foods.","A potassium-rich diet may have multiple health benefits due to other vitamin, mineral, and fiber content in the foods.",Generalization
3,32775988,adaptation2,6,These benefits include blood pressure reductions and reduced risks for cardiovascular disease and stroke.,These benefits include blood pressure reductions and lower risk of cardiovascular disease and stroke.,Substitution
3,32775988,adaptation2,7,High-potassium foods may also prevent CKD progression and reduce mortality risk in patients with CKD.,High-potassium foods may also reduce progression of and risk of death from chronic kidney disease.,Substitution
3,32775988,adaptation2,8,"Adjunctive treatment with the newer potassium-binding agents, patiromer and sodium zirconium cyclosilicate, may allow for optimal renin-angiotensin-aldosterone system inhibitor therapy in patients with CKD and hyperkalemia, potentially making it possible for patients with CKD and hyperkalemia to liberalize their diet.","Supporting treatment with new potassium-binding agents, patiromer and sodium zirconium cyclosilicate, may allow kidney-affecting medication and a less-restricted diet in patients with chronic kidney disease and high blood potassium.",Generalization
3,32775988,adaptation2,9,"This may allow them the health benefits of a high-potassium diet without the increased risk for hyperkalemia, although further studies are needed.","New potassium-binding agents may allow the benefits of a high-potassium diet without risk of higher blood potassium. However, more studies are needed.",Substitution
3,33160639,adaptation3,1,Hyperkalemia is an electrolyte abnormality with potentially life-threatening consequences.,Hyperkalemia is a condition where the potassium level in the blood is higher than normal. Potassium is a very important mineral (electrolyte) in the body. Hyperkalemia can sometimes lead to death.,Explanation
3,33160639,adaptation3,2,"Despite various guidelines, no universally accepted consensus exists on best practices for hyperkalemia monitoring, with variations in precise potassium (K+) concentration thresholds or for the management of acute or chronic hyperkalemia.","Although there are many guidelines, all doctors do not agree on the best ways to take care of patients with different types of hyperkalemia. Types of hyperkalemia include acute (coming on rapidly), and chronic (long-lasting).",Substitution
3,33160639,adaptation3,3,"Based on the available evidence, this review identifies several critical issues and unmet needs with regard to the management of hyperkalemia.",This study discusses the serious issues and needs in the care of patients with hyperkalemia.,Generalization
3,33160639,adaptation3,4,Real-world studies are needed for a better understanding of the prevalence of hyperkalemia outside the clinical trial setting.,Real-world studies are needed to understand how many patients have hyperkalemia that are not under research.,Substitution
3,33160639,adaptation3,5,"There is a need to improve effective management of hyperkalemia, including classification and K+ monitoring, when to reinitiate previously discontinued renin-angiotensin-aldosterone system inhibitor (RAASi) therapy, and when to use oral K+-binding agents.","Doctors need to improve the overall care of patients with hyperkalemia. This care includes knowing the type of hyperkalemia,  how often to check the blood potassium levels, when to use the potassium-binder drugs that are taken by mouth, and when doctors can start the RAAS blocker drugs again. The renin-angiotensin-aldosterone system (RAAS) is a hormone system that manages blood pressure and fluid balance in the body. Drugs that block the RAAS (RAAS blockers) have good effects on the cardiovascular system (heart and blood vessels). But the RAAS blockers can cause hyperkalemia.",Explanation
3,33160639,adaptation3,6,"Monitoring serum K+ should be individualized; however, increased frequency of monitoring should be considered for patients with chronic kidney disease, diabetes, heart failure, or a history of hyperkalemia and for those receiving RAASi therapy.","How often blood potassium levels are checked depends on the patient. Doctors should consider checking the blood levels more often in patients with chronic kidney disease, diabetes, heart failure, or a history of hyperkalemia and in patients taking RAAS blockers.",Explanation
3,33160639,adaptation3,7,Recent clinical studies suggest that the newer K+ binders (patiromer sorbitex calcium and sodium zirconium cyclosilicate) may facilitate optimization of RAASi therapy.,Recent patient studies suggest that the newer potassium-binders (patiromer sorbitex calcium and sodium zirconium cyclosilicate) may help using the RAAS blockers and overall good treatment.,Substitution
3,33160639,adaptation3,8,Enhancing the knowledge of primary care physicians and internists with respect to the safety profiles of these newer K+ binders may increase confidence in managing patients with hyperkalemia.,Confidence in caring for patients with hyperkalemia may increase as primary care and internal medicine doctors learn more about the safety of the newer potassium-binders.,Substitution
3,33160639,adaptation3,9,"Lastly, the availability of newer K+-binding agents requires further study to establish whether stringent dietary K+ restrictions are needed in patients receiving K+-binder therapy.",More studies are required in order to know if strict low-potassium diets are needed in patients taking potassium-binders.,Generalization
3,33160639,adaptation3,10,Individualized monitoring of serum K+ among patients with an increased risk of hyperkalemia and the use of newer K+-binding agents may allow for optimization of RAASi therapy and more effective management of hyperkalemia.,"Each patient's blood potassium levels should be checked as needed in patients at increased risk for hyperkalemia. Doing this, and using the newer potassium-binding drugs, may allow the best use of RAAS blockers and better overall care of patients with hyperkalemia.",Explanation
3,33160639,adaptation2,1,Hyperkalemia is an electrolyte abnormality with potentially life-threatening consequences.,Hyperkalemia (high blood potassium) is an electrolyte issue with possibly life-threatening effects.,Explanation
3,33160639,adaptation2,2,"Despite various guidelines, no universally accepted consensus exists on best practices for hyperkalemia monitoring, with variations in precise potassium (K+) concentration thresholds or for the management of acute or chronic hyperkalemia.",No agreement exists for treating high blood potassium. Guidelines vary based on postassium level and management of immediate or long-lasting high blood potassium.,Generalization
3,33160639,adaptation2,3,"Based on the available evidence, this review identifies several critical issues and unmet needs with regard to the management of hyperkalemia.",This review identifies many issues and needs regarding high blood potassium.,Generalization
3,33160639,adaptation2,4,Real-world studies are needed for a better understanding of the prevalence of hyperkalemia outside the clinical trial setting.,Real-world studies are needed to better understand the real-world widespreadness of high blood potassium.,Generalization
3,33160639,adaptation2,5,"There is a need to improve effective management of hyperkalemia, including classification and K+ monitoring, when to reinitiate previously discontinued renin-angiotensin-aldosterone system inhibitor (RAASi) therapy, and when to use oral K+-binding agents.","Improving treatment of high blood potassium, including classification, potassium monitoring, and specific medication use, is necessary.",Generalization
3,33160639,adaptation2,6,"Monitoring serum K+ should be individualized; however, increased frequency of monitoring should be considered for patients with chronic kidney disease, diabetes, heart failure, or a history of hyperkalemia and for those receiving RAASi therapy.","While monitoring blood potassium should be individualized, increased monitoring should be considered for those with chronic kidney disease, diabetes, heart failure, history of high blood potassium, or enzyme-based therapy which blocks kidney-related monitoring of blood pressure and electrolytes.",Substitution
3,33160639,adaptation2,7,Recent clinical studies suggest that the newer K+ binders (patiromer sorbitex calcium and sodium zirconium cyclosilicate) may facilitate optimization of RAASi therapy.,"New potassium binders (patiromer sorbitex calcium and sodium zirconium cyclosilicate) may help renin-angiotensin-aldosterone system inhibitor (RAASi) therapy, which blocks kidney-related monitoring of blood pressure and electrolytes.",Explanation
3,33160639,adaptation2,8,Enhancing the knowledge of primary care physicians and internists with respect to the safety profiles of these newer K+ binders may increase confidence in managing patients with hyperkalemia.,Improving understanding of these newer potassium binders may increase confidence in helping those with high blood potassium.,Generalization
3,33160639,adaptation2,9,"Lastly, the availability of newer K+-binding agents requires further study to establish whether stringent dietary K+ restrictions are needed in patients receiving K+-binder therapy.",The availability of newer K+ binders needs more research to determine if more strict dietary K+ restrictions are needed for patients.,Substitution
3,33160639,adaptation2,10,Individualized monitoring of serum K+ among patients with an increased risk of hyperkalemia and the use of newer K+-binding agents may allow for optimization of RAASi therapy and more effective management of hyperkalemia.,"Personalized blood potassium monitoring in those with high risk of high blood potassium and new potassium-binding agents may improve certain kidney-related, enzyme-based therapies and management of high blood potassium.",Substitution
4,9803200,adaptation2,1,"New recommendations for the classification and diagnosis of diabetes mellitus include the preferred use of the terms ""type 1"" and ""type 2"" instead of ""IDDM"" and ""NIDDM"" to designate the two major types of diabetes mellitus; simplification of the diagnostic criteria for diabetes mellitus to two abnormal fasting plasma determinations; and a lower cutoff for fasting plasma glucose (126 mg per dL [7 mmol per L] or higher) to confirm the diagnosis of diabetes mellitus.","New recommendations for classifying diabetes mellitus include using ""type 1"" and ""type 2"" instead of ""IDDM"" and ""NIDDM"" to identify the two major types of diabetes mellitus; simplifying the criteria for identifying diabetes mellitus to two unusual fasting blood scores; and a lower cutoff for fasting plasma glucose or blood sugar.",Generalization
4,9803200,adaptation2,2,These changes provide an easier and more reliable means of diagnosing persons at risk of complications from hyperglycemia.,These changes help improve identification of those at risk from effects of high blood sugar.,Generalization
4,9803200,adaptation2,3,"Currently, only one half of the people who have diabetes mellitus have been diagnosed.","Currently, only half of those with diabetes mellitus have been identified.",Generalization
4,9803200,adaptation2,4,"Screening for diabetes mellitus should begin at 45 years of age and should be repeated every three years in persons without risk factors, and should begin earlier and be repeated more often in those with risk factors.",Testing for diabetes mellitus should begin at 45 years of age and be repeated every three years in those without health risks. Testing should begin earlier and more often for those with health risks.,Substitution
4,9803200,adaptation2,5,"Risk factors include obesity, first-degree relatives with diabetes mellitus, hypertension, hypertriglyceridemia or previous evidence of impaired glucose homeostasis.","Health risks include obesity, first-degree relatives with diabetes, high blood pressure, high blood fat, or prior signs of blood sugar imbalance.",Explanation
4,9803200,adaptation2,6,Earlier detection of diabetes mellitus may lead to tighter control of blood glucose levels and a reduction in the severity of complications associated with this disease.,Earlier detection of diabetes mellitus may improve blood sugar control and health issues from the disease.,Generalization
4,14598876,adaptation2,1,In 1997 the American Diabetes Association lowered the threshold for diagnosis of diabetes from a fasting plasma glucose concentration of 7.8 mmol/l to 7.0 mmol/l and advised that the oral glucose tolerance test no longer be used in routine clinical practice.,In 1997 the American Diabetes Association lowered the threshold for diagnosis of diabetes from a fasting (having not eaten food recently) blood glucose (sugar) level of 7.8 mmol/l to 7.0 mmol/l and advised that the by-mouth glucose tolerance test no longer be used in regular clinical practice.,Substitution
4,14598876,adaptation2,2,In 1999 the World Health Organization endorsed the reduction in fasting plasma glucose threshold but recommended retaining the oral glucose tolerance test for anyone with impaired fasting glucose (6.1 mmol/l-6.9 mmol/l).,In 1999 the World Health Organization supported the reduction in fasting blood glucose threshold but recommended keeping the by-mouth glucose tolerance test for anyone with affected fasting glucose (6.1 mmol/l-6.9 mmol/l).,Substitution
4,14598876,adaptation2,3,This Review discusses the impact of these changes on the prevalence of diabetes and examines the implications for individuals and specific high-risk groups.,This Review discusses the effect of these changes on the prevalance of diabetes and checks how it affects individuals and specific high-risk groups.,Substitution
4,14598876,adaptation2,4,The phenotype of those diagnosed with diabetes and the predictive value for the development of complications according to the different criteria are compared.,The physical effects of those identified with diabetes and the predictive value for the development of side effects according to the different criteria are compared.,Substitution
4,14598876,adaptation2,5,It is clear that these changes in diagnostic criteria have major importance both for individuals and for resource planning at a national level.,It is clear that these changes in identification criteria have major importance both for individuals and for planning at a national level.,Substitution
4,20150843,adaptation2,1,"The International Expert Committee recommends that the diagnosis of diabetes be made if hemo globin A1c (HbA1c) level is greater, similar 6.5% and confirmed with a repeat HbA1c test.","An international committee recommends diagnosing diabetes if hemoglobin A1c (HbA1c), an iron-rich blood protein joined to a sugar, is at or over 6.5% with multiple tests.",Substitution
4,20150843,adaptation2,2,"The committee recommends against ""mixing different methods to diagnose diabetes"" because ""the tests are not completely concordant: using different tests could easily lead to confusion"".","The committee recommends not ""mixing different methods to diagnose diabetes"" because ""the tests are not completely concordant [or consistent]: using different tests could easily lead to confusion"".",Substitution
4,20150843,adaptation2,3,"Fasting plasma glucose, 2-hour postglucose-load plasma glucose, and oral glucose tolerance tests are recommended for the diagnosis of diabetes only if HbA1c testing is not possible due to unavailability of the assay, patient factors that preclude its inter pretation, and during pregnancy.",Fasting blood sugar tests and blood sugar tests after simple sugar intake may help identify diabetes only if testing for HbA1c is not possible.,Generalization
4,20150843,adaptation2,4,"HbA1c testing has the advantages of greater clinical convenience, preanalytic stability, and assay standardization, but when used as the sole diagnostic criterion for diabetes, it has the potential for systematic error.","HbA1c testing is useful for greater convenience, accuracy, and uniformity, but as the single tool for identification, it may lead to measurement errors.",Generalization
4,20150843,adaptation2,5,Factors that may not be clinically evident impact HbA1c test results and may systematically raise or lower the value relative to the true level of glycemia.,Unknown factors may alter scores of the iron-rich blood protein relative to the actual blood sugar level.,Generalization
4,20150843,adaptation2,6,"For this reason, HbA1c should be used in combination with plasma glucose determinations for the diagnosis of diabetes.","Thus, tests for this iron-rich blood protein connected to a sugar should be combined with other blood sugar values for diabetes identification.",Explanation
4,20150843,adaptation2,7,"If an HbA1c test result is discordant with the clinical picture or equivocal, plasma glucose testing should be performed.","If a score for HbA1c disagrees with the general reading, blood sugar testing should be performed.",Generalization
4,20150843,adaptation2,8,"A diagnostic cut-off point of HbA1c greater, similar 6.5% misses a substantial number of people with type 2 diabetes, including some with fasting hyperglycemia, and misses most people with impaired glucose tolerance.","A cut-off point at or over 6.5% for HbA1c misses many with type 2 diabetes, high fasting blood sugar, and impaired blood sugar sensitivity.",Generalization
4,20150843,adaptation2,9,Combining the use of HbA1c and plasma glucose measurements for the diagnosis of diabetes offers the benefits of each test and reduces the risk of systematic bias inherent in HbA1c testing alone.,Using tests for HbA1c and blood sugar measurements identifies diabetes better than HbA1c tests alone.,Generalization
4,22059988,adaptation2,1,Highly sensitive and specific radioimmunoassays have been validated for autoantibodies reacting with the four major autoantigens identified so far in autoimmune diabetes.,"Certain precise measuring tools can measure specific, self-made proteins that tag four major markers of autoimmune diabetes (diabetes from the body mistakenly destroying its own cells).",Explanation
4,22059988,adaptation2,2,"However, the analysis of this large number of autoantigens has increased the costs and time necessary for complete autoantibody screenings.","However, analysis of these many self-made markers increases costs and time for measurements.",Generalization
4,22059988,adaptation2,3,"Our aim was to demonstrate that it is possible to detect the immunoreactivity against a combination of four different autoantigens by a single assay, this representing a rapid, low-cost first approach to evaluate humoral autoimmunity in diabetes.","We aim to show a quick, low-cost approach for detecting these four self-made markers to check for antibody-related autoimmunity in diabetics.",Generalization
4,22059988,adaptation2,4,"By using this novel multi-autoantigen radioimmunoassay (MAA), in subsequent steps we analysed 830 sera, 476 of known and 354 of unknown diabetes-specific immunoreactivity, collected from various groups of individuals including type 1 and type 2 diabetes patients, autoantibody-positive patients with a clinical diagnosis of type 2 diabetes (LADA), prediabetic subjects, individuals at risk to develop autoimmune diabetes, siblings of type 1 diabetic patients, coeliac patients and healthy control subjects.","With this new measuring tool, which is called a multi-autoantigen radioimmunoassay (MAA), we measured 830 blood samples, 476 of known and 354 of unknown diabetes type. These samples came from type 1 and type 2 diabetics, slow-progressing type 2 diabetics, prediabetics, individuals at risk to develop autoimmune diabetes, siblings of type 1 diabetics, gluten-sensitive patients, and healthy patients.",Generalization
4,22059988,adaptation2,5,"All sera reacting with one or more of the four autoantigens by single assays also resulted positive with MAA, as well as eight of 24 type 1 diabetic patients classified initially as autoantibody-negative at disease onset based on single autoantibody assays.","All blood reacting with one or more of the four self-made markers by other tools also reacts with MAA, along with eight more, type 1 diabetics whose blood did not react with other tools.",Generalization
4,22059988,adaptation2,6,"In addition, MAA showed 92% sensitivity and 99% specificity by analysing 140 blinded sera from type 1 diabetic patients and control subjects provided in the 2010 Diabetes Autoantibody Standardization Program.","Also, MAA shows high accuracy for disease detection and no detection after analysing 140 unknown blood samples from type 1 diabetics and healthy patients.",Generalization
4,22059988,adaptation2,7,"MAA is the first combined method also able to evaluate, in addition to glutamic acid decarboxylase (GAD) and tyrosine phosphatase (IA)-2, insulin and islet beta-cell zinc cation efflux transporter (ZnT8) autoantibodies.",MAA is the first to measure multiple self-made tagging proteins.,Generalization
4,22059988,adaptation2,8,It appears to be particularly appropriate as a first-line approach for large-scale population-based screenings of anti-islet autoimmunity.,This new tool appears appropriate for checking if a person's cells mistakenly attack their own diabetes-regulating cells.,Substitution
4,23109000,adaptation2,1,Diagnostic criteria for diabetes in children have not been established with nearly the rigor as that employed in adults.,Standards of diagnosing diabetes in children have not been established with nearly the same precision as has been used in adults,Substitution
4,23109000,adaptation2,2,Recently revised American Diabetes Association (ADA) criteria allowed utilization of hemoglobin A(1c) (HbA1c) ≥ 6.5 % for diagnosis of diabetes.,Recently revised American Diabetes Association (ADA) guidelines uses the standard of  ≥ 6.5 % in the HbA1c test as a diagnosis of diabetes.,Explanation
4,23109000,adaptation2,3,A recent series of pediatric studies appear to show that HbA1c has lower sensitivity than Fasting plasma glucose (FPG) or oral glucose tolerance test (OGTT).,Recent studies in children show that the HbA1c test is not as accurate as other tests that measure glucose in the blood.,Substitution
4,23109000,adaptation2,4,"However, FPG and OGTT have themselves never been validated in children.","However, other glucose measuring blood tests have not yet been verified to work in children.",Explanation
4,23109000,adaptation2,5,Studies to validate diagnostic thresholds in children appear unlikely to take place.,"Future studies, to see which glucose measuring test is best in children, are unlikely to happen.",Explanation
4,23109000,adaptation2,6,"Thus, accepting the major ADA diagnostic criteria appears to be the best course of action for the pediatric community.",Accepting the ADA guidelines for diagnosing diabetes in children appears to be the best option for pediatricians.,Substitution
