text,has_numerical,has_warning,is_syntactically_complex,has_umls_jargon,complexity_score
"The local, systemic, and referred causes of finger pain are generally recognizable by historical features and physical examination findings, although radiographs and laboratory evaluation are often required to support the diagnostic impression. Most minor traumatic causes of finger pain require only conservative management, including immobilization followed by exercise. Infectious causes of finger pain include cellulitis, tendinitis, paronychia, felon, and infectious emboli, which generally require antibiotics with or without drainage. Certain patients with finger pain resulting from infection should be referred to a hand surgeon. Vascular and ischemic causes of finger pain represent true emergencies, because tissue viability is dependent on prompt intervention. Whereas any sensory neuropathy may present with finger pain, carpal tunnel syndrome is among the most common. Systemic rheumatic disease, such as rheumatoid arthritis or vasculitis, may begin with finger pain. In addition, such pain may be the first manifestation of a serious systemic illness, as in hypertrophic pulmonary osteoarthropathy. Reflex sympathetic dystrophy is an example of referred pain, presumably by way of neural mechanisms. Certain infectious, traumatic, and ischemic causes of finger pain must be diagnosed promptly to avoid significant morbidity; depending upon the cause of the symptoms, referral to a hand surgeon, rheumatologist, or neurologist may be appropriate. Symptomatic and functional improvement may also be hastened by the input of an occupational therapist.",False,False,True,True,2
"When patients present with acute or chronic hand and/or finger pain after an injury, try placing a pencil first over and then under the proximal phalanx of the finger that is generating the pain. Ask the patient to flex and extend the fingers several times. Putting the affected metacarpal phalangeal (MP) joint more relatively flexed or extended than the other MP joints will often take away the pain with active movement with the pencil in place. When this happens, our hand therapist builds a relative motion splint that simulates the effect of the pencil. These are very functional splints that patients wear 24 hours a day, 7 days a week. Most people can work with these splints on.",True,False,False,False,1
"Objective: To identify through case study the presentation and possible pathophysiological cause of complex regional pain syndrome and its preferential response to stellate ganglion blockade. Setting: Complex regional pain syndrome can occur in an extremity after minor injury, fracture, surgery, peripheral nerve insult or spontaneously and is characterised by spontaneous pain, changes in skin temperature and colour, oedema, and motor disturbances. Pathophysiology is likely to involve peripheral and central components and neurological and inflammatory elements. There is no consistent approach to treatment with a wide variety of specialists involved. Diagnosis can be difficult, with over-diagnosis resulting from undue emphasis placed upon pain disproportionate to an inciting event despite the absence of other symptoms or under-diagnosed when subtle symptoms are not recognised. The International Association for the Study of Pain supports the use of sympathetic blocks to reduce sympathetic nervous system overactivity and relieve complex regional pain symptoms. Educational reviews promote stellate ganglion blockade as beneficial. Three blocks were given at 8, 10 and 13 months after the initial injury under local anaesthesia and sterile conditions. Physiotherapeutic input was delivered under block conditions to maximise joint and tissue mobility and facilitate restoration of function. Conclusion: This case demonstrates the need for practitioners from all disciplines to be able to identify the clinical characteristics of complex regional pain syndrome to instigate immediate treatment and supports the notion that stellate ganglion blockade is preferable to upper limb intravenous regional anaesthetic block for refractory index finger pain associated with complex regional pain syndrome.",True,False,True,True,3
"Background and aims: In previous studies, we successfully applied Low Level Laser Therapy (LLLT) in patients with non-specific chronic pain of the shoulder joint and lower back. The purpose of the present study was to assess the effectiveness of LLLT for chronic joint pain of the elbow, wrist, and fingers. Subjects and methods: Nine male and 15 female patients with chronic joint pain of the elbow, wrist, or fingers, who were treated at the rehabilitation outpatient clinic at our hospital from April, 2007 to March, 2009 were enrolled in the study. We used a 1000 mW semiconductor laser device. Each tender point and three points around it were irradiated with laser energy. Each point was irradiated twice for 20 s per treatment, giving a total of three minutes for all 4 points. Patients visited the clinic twice a week, and were evaluated after four weeks of treatment. Pain was evaluated with a Visual Analogue Scale (VAS). Statistical analysis of the VAS scores after laser irradiation was performed with Wilcoxon's signed rank sum test, using SPSS Ver.17. Results: All VAS scores were totaled and statistically analyzed. The average VAS score before irradiation was 59.2±12.9, and 33.1±12.2 after the irradiation, showing a significant improvement in VAS score (p<0.001) after treatment. The treatment effect lasted for about one and a half days in the case of wrist pain, epicondylitis lateralis (tennis elbow), and carpal tunnel syndrome. In other pain entities, it lasted for about three to fifteen hours. No change in the range of motion (ROM) was seen in any of the 24 subjects. Conclusion: We concluded that LLLT at the wavelength and parameters used in the present study was effective for chronic pain of the elbow, wrist, and fingers.",True,False,True,True,3
"Background and aims: In previous studies, we successfully applied Low Level Laser Therapy (LLLT) in patients with non-specific chronic pain of the shoulder joint and lower back. The purpose of the present study was to assess the effectiveness of LLLT for chronic joint pain of the elbow, wrist, and fingers. Subjects and methods: Nine male and 15 female patients with chronic joint pain of the elbow, wrist, or fingers, who were treated at the rehabilitation outpatient clinic at our hospital from April, 2007 to March, 2009 were enrolled in the study. We used a 1000 mW semiconductor laser device. Each tender point and three points around it were irradiated with laser energy. Each point was irradiated twice for 20 s per treatment, giving a total of three minutes for all 4 points. Patients visited the clinic twice a week, and were evaluated after four weeks of treatment. Pain was evaluated with a Visual Analogue Scale (VAS). Statistical analysis of the VAS scores after laser irradiation was performed with Wilcoxon's signed rank sum test, using SPSS Ver.17. Results: All VAS scores were totaled and statistically analyzed. The average VAS score before irradiation was 59.2±12.9, and 33.1±12.2 after the irradiation, showing a significant improvement in VAS score (p<0.001) after treatment. The treatment effect lasted for about one and a half days in the case of wrist pain, epicondylitis lateralis (tennis elbow), and carpal tunnel syndrome. In other pain entities, it lasted for about three to fifteen hours. No change in the range of motion (ROM) was seen in any of the 24 subjects. Conclusion: We concluded that LLLT at the wavelength and parameters used in the present study was effective for chronic pain of the elbow, wrist, and fingers.",True,False,True,True,3
"This compilation presents a comprehensive review of the literature on common chronic pain conditions of the hand. It briefly presents these common conditions with their biological background, diagnosis, and common management options. It then presents and compares the latest literature available for injection techniques to treat these diagnoses and compares the available evidence. Results: Hand pain is a common condition with 9.7% prevalence in men and 21.6% in women and can cause significant morbidity and disability. It also carries a significant cost to the individuals and the healthcare system, totaling in $4 billion dollars in 2003. Injection therapy is an alternative when conservative treatment fails. Osteoarthritis is the most common chronic hand pain syndrome and affects about 16% of the population. Its mechanism is largely mechanic, and as such, there is controversy if steroid injections are of benefit. Hyaluronic acid (HA) appears to provide substantial relief of pain and may increase functionality. More studies of HA are required to make a definite judgment on its efficacy. Similarly, steroid ganglion cyst injection may confer little benefit. Carpal tunnel syndrome is a compressive neuropathy, and only temporarily relieved with injection therapy. US-guidance provides significant improvement and, while severe cases may still require surgery, can provide a valuable bridge therapy to surgery when conservative treatment fails. Similar bridging treatments and increased efficacy under US-guidance are effective for stenosing tenosynovitis (""trigger finger""), though, interestingly, inflammatory background is associated with decreased effect in this case. When the etiology of the pain is inflammatory, such as in RA, corticosteroid (CS) injections provide significant pain relief and increased functionality. They do not, however, change the course of disease (unlike DMARDs). Another such example is De-Quervain tenosynovitis that sees good benefit from CS injections, and an increased efficacy with US-guidance, and similarly are CS injections for gout. For Raynaud's phenomenon, Botox injections have encouraging results, but more studies are needed to determine safety and efficacy, as well as the possible difference in effect between primary and secondary Raynaud's. Conclusions: Chronic hand pain is a prevalent and serious condition and can cause significant morbidity and disability and interferes with independence and activities of daily living. Conservative treatment remains the first line of treatment; however, when first-line treatments fail, steroid injections can usually provide benefit. In some cases, Hyaluronic acid or Botox may also be beneficial. US-guidance is increasing in hand injection and almost ubiquitously provides safer, more effective injections. Hand surgery remains the alternative for refractory pain.",True,False,True,True,3
"Background: Hand osteoarthritis (OA) is a prevalent joint disease that may lead to pain, stiffness and problems in performing hand-related activities of daily living. Currently, no cure for OA is known, and non-pharmacological modalities are recommended as first-line care. A positive effect of exercise in hip and knee OA has been documented, but the effect of exercise on hand OA remains uncertain. Authors' conclusions: When we pooled results from five studies, we found low-quality evidence showing small beneficial effects of exercise on hand pain, function and finger joint stiffness. Estimated effect sizes were small, and whether they represent a clinically important change may be debated. One study reported quality of life, and the effect is uncertain. Three studies reported on adverse events, which were very few and were not severe.",False,True,True,True,3
"Upper extremity neuropathic pain states greatly impact patient functionality and quality of life, despite appropriate surgical intervention. This article focuses on the advanced therapies that may improve pain care, including advanced treatment strategies that are available. The article also surveys therapies on the immediate horizon, such as spinal cord stimulation, peripheral nerve stimulation, and dorsal root ganglion spinal cord stimulation. As these therapies evolve, so too will their placement within the pain care algorithm grounded by a foundation of evidence to improve patient safety and management of patients with difficult neuropathic pain.",False,False,True,False,1
"Upper extremity neuropathic pain states greatly impact patient functionality and quality of life, despite appropriate surgical intervention. This article focuses on the advanced therapies that may improve pain care, including advanced treatment strategies that are available. The article also surveys therapies on the immediate horizon, such as spinal cord stimulation, peripheral nerve stimulation, and dorsal root ganglion spinal cord stimulation. As these therapies evolve, so too will their placement within the pain care algorithm grounded by a foundation of evidence to improve patient safety and management of patients with difficult neuropathic pain.",False,False,True,False,1
"Background: Rheumatoid arthritis (RA) is characterized by pain, functional disability, poor quality of life (QoL), high socioeconomic impact, and annual costs of over $56 billion in the United States. Acupuncture (AC) is widely in use; however, studies show severe methodological shortcomings, did not consider the functional diagnosis for the allocation of acupoints and their results showed no differences between verum and control groups. Objective: The authors aimed to objectively assess the safety and efficacy of AC treatments for RA. Methods: 105 RA patients with a functional diagnosis of a ""Pivot syndrome"" or ""Turning Point syndrome"" were randomly assigned to (1) verum-AC (verum acupoints), (2) control-AC (sham acupoints-points outside of the conduits/meridians and of the extra-conduits), or (3) waiting list (each group n = 35). AC groups experienced the exact same number, depth, and stimulation of needles. Assessments took place before and 5 min after AC with follow-ups over 4 weeks. Results: (1) Verum-AC significantly improved self-reported pain (Z = -5.099, p < 0.001) and pressure algometry (Z = -5.086, p < 0.001); hand grip strength (Z = -5.086, p < 0.001) and arm strength (Z = -5.086, p < 0.001); health status improved significantly (p < 0.001, Z = -4.895); QoL improved significantly in 7/8 survey domains; and number of swollen joints (Z = -2.862, p = 0.004) and tender joints (Z = -3.986, p < 0.001) significantly decreased. (2) Control-AC showed no significant changes, except in self-reported pain improvement. (3) Waiting list group showed an overall worsening. Conclusion: This is the first double-blind controlled study on AC in RA of the hand that objectively and specifically assesses positive effects supporting its integration in rheumatology. Acupoint allocation according to Chinese Medicine functional diagnoses is extremely relevant to assess AC effectiveness in a patient group primarily defined by a ""western"" medicine diagnosis. Based on clear allocation criteria for acupoints, the authors minimized the possible bias of unspecific and suggestive effects on the control group, showed the specific effects of the points chosen, improved efficacy, and identified an evidence base for AC.",True,False,True,True,3
"Pain and a loss of feeling in your thumb, index finger, middle finger, and part of your ring finger may be a sign of carpal tunnel syndrome. This syndrome and the pain, numbness, tingling, and weakness in your hand that result from it are caused by pressure on the median nerve as it travels through the carpal tunnel. Guidelines published in the May 2019 issue of JOSPT make recommendations, based on best practices from the published literature, for evaluating, diagnosing, and treating carpal tunnel syndrome. For you as a patient, these guidelines outline the best rehabilitation treatment options based on the scientific research. Ultimately, the best care is a combination of the leading science, the clinical expertise of your health care provider, and your input as the patient. These guidelines help inform the first step in that process. Practical Advice: Physical therapists are well trained to assess and evaluate people with carpal tunnel syndrome. Although some patients (anywhere from 28% to 62%) recover without treatment, others (from 32% to 58%) get worse. A key to nonsurgical treatment shown to help those with carpal tunnel syndrome is the use of a night brace; a night brace should hold your wrist in a neutral position and only be worn for short-term symptom relief. If you have mild to moderate carpal tunnel syndrome, stretching exercises and the night brace can help, as can manual therapy of your cervical spine and upper extremity performed by a therapist. Education on the proper setup of your computer, especially the mouse, and how hard you strike the keyboard may also help control your symptoms of pain and loss of feeling. The literature review for these guidelines found that low-level laser therapy, thermal ultrasound, iontophoresis, and magnets provided no consistent benefit in treating carpal tunnel syndrome. If nonsurgical treatment does not help, you may need surgery. Your physical therapist can help guide your recovery, decreasing your symptoms.",True,False,True,True,3
"Importance: Hand osteoarthritis is a musculoskeletal problem that is associated with hand pain, stiffness, functional limitation, decreased grip strength, and reduced quality of life. Objective: To evaluate the effectiveness of nighttime orthoses on the second or third finger of the dominant hand in controlling pain in women with symptomatic osteoarthritis (OA) in the interphalangeal joint. Design: Randomized controlled trial. Setting: Outpatient clinic. Participants: Fifty-two women with symptomatic OA and presence of Heberden's and Bouchard's nodes, allocated randomly to the intervention group or the control group. Intervention: The intervention group used a nighttime orthosis on the second or third finger of the dominant hand. Both groups participated in an educational session. Outcomes and measures: The following parameters were measured: pain (numerical rating scale, Australian/Canadian Osteoarthritis Hand Index), grip and pinch strength, function (Cochin Hand Functional Scale), and manual performance (Moberg Pick Up Test). Results: The intervention group showed a statistically significant improvement in pain (p < .001) and hand function. The improvement in pain correlated with Cochin Hand Functional Scale scores and the absence of Bouchard's nodes in the third finger, which are predictors of the best prognosis for treatment with a nighttime orthosis. Conclusions and relevance: This study demonstrates that nighttime orthoses are effective in reducing pain and lead to improvement in hand function in women with hand OA. They are therefore specifically recommended for nonpharmacological treatment of hand OA. What this article adds: Orthoses can be considered, together with manual exercises and joint protection, as an intervention to reduce symptoms and improve hand function in people with hand OA. This study is an important step in empowering occupational therapists to determine appropriate and effective intervention for clients with OA.",False,False,True,True,2
"Importance: Hand osteoarthritis is a musculoskeletal problem that is associated with hand pain, stiffness, functional limitation, decreased grip strength, and reduced quality of life. Objective: To evaluate the effectiveness of nighttime orthoses on the second or third finger of the dominant hand in controlling pain in women with symptomatic osteoarthritis (OA) in the interphalangeal joint. Design: Randomized controlled trial. Setting: Outpatient clinic. Participants: Fifty-two women with symptomatic OA and presence of Heberden's and Bouchard's nodes, allocated randomly to the intervention group or the control group. Intervention: The intervention group used a nighttime orthosis on the second or third finger of the dominant hand. Both groups participated in an educational session. Outcomes and measures: The following parameters were measured: pain (numerical rating scale, Australian/Canadian Osteoarthritis Hand Index), grip and pinch strength, function (Cochin Hand Functional Scale), and manual performance (Moberg Pick Up Test). Results: The intervention group showed a statistically significant improvement in pain (p < .001) and hand function. The improvement in pain correlated with Cochin Hand Functional Scale scores and the absence of Bouchard's nodes in the third finger, which are predictors of the best prognosis for treatment with a nighttime orthosis. Conclusions and relevance: This study demonstrates that nighttime orthoses are effective in reducing pain and lead to improvement in hand function in women with hand OA. They are therefore specifically recommended for nonpharmacological treatment of hand OA. What this article adds: Orthoses can be considered, together with manual exercises and joint protection, as an intervention to reduce symptoms and improve hand function in people with hand OA. This study is an important step in empowering occupational therapists to determine appropriate and effective intervention for clients with OA.",False,False,True,True,2
"The main source of energy for brain and other organs is glucose. To obtain energy for all tissue, glucose has to come through glycolysis; then as pyruvate it is converted to acetyl-CoA by pyruvate dehydrogenase complex (PDC) and finally enters citric acid cycle. What happens when one of these stages become disturb? Mutation in genes encoding subunits of PDC leads to pyruvate dehydrogenase deficiency. Abnormalities in PDC activity result in severe metabolic and brain malformations. For better understanding the development and mechanism of pyruvate dehydrogenase deficiency the murine model of this disease has been created. Studies on a murine model showed similar malformation in brain structures as in the patients suffered from pyruvate dehydrogenase deficiency such as reduced neuronal density, heterotopias of grey matter, reduced size of corpus callosum and pyramids. There is still no effective cure for PDC-deficiency. Promising therapy seemed to be ketogenic diet, which substitutes glucose to ketone bodies as a source of energy. Studies have shown that ketogenic diet decreases lactic acidosis and inhibits brain malformations, but not the mortality in early childhood. The newest reports say that phenylbutyrate increases the level of PDC in the brain, because it reduces the level of inactive form of PDH. Experiments on human fibroblast and zebra fish PDC-deficiency model showed that phenylbutyrate is promising cure to PDC-deficiency. This review summarizes the most important findings on the metabolic and morphological effects of PDC-deficiency and research for treatment therapy.",False,False,True,True,2
"Objectives: Our aime was to study the short- and long-term effects of ketogenic diet on the disease course and disease-related outcomes in patients with pyruvate dehydrogenase complex deficiency, the metabolic factors implicated in treatment outcomes, and potential safety and compliance issues. Methods: Pediatric patients diagnosed with pyruvate dehydrogenase complex deficiency in Sweden and treated with ketogenic diet were evaluated. Study assessments at specific time points included developmental and neurocognitive testing, patient log books, and investigator and parental questionnaires. A systematic literature review was also performed. Results: Nineteen patients were assessed, the majority having prenatal disease onset. Patients were treated with ketogenic diet for a median of 2.9 years. All patients alive at the time of data registration at a median age of 6 years. The treatment had a positive effect mainly in the areas of epilepsy, ataxia, sleep disturbance, speech/language development, social functioning, and frequency of hospitalizations. It was also safe-except in one patient who discontinued because of acute pancreatitis. The median plasma concentration of ketone bodies (3-hydroxybutyric acid) was 3.3 mmol/l. Poor dietary compliance was associated with relapsing ataxia and stagnation of motor and neurocognitive development. Results of neurocognitive testing are reported for 12 of 19 patients. Conclusion: Ketogenic diet was an effective and safe treatment for the majority of patients. Treatment effect was mainly determined by disease phenotype and attainment and maintenance of ketosis.",True,False,True,True,3
"Diets low in carbohydrates and proteins and enriched in fat stimulate the hepatic synthesis of ketone bodies (KB). These molecules are used as alternative fuel for energy production in target tissues. The synthesis and utilization of KB are tightly regulated both at transcriptional and hormonal levels. The nuclear receptor peroxisome proliferator activated receptor α (PPARα), currently recognized as one of the master regulators of ketogenesis, integrates nutritional signals to the activation of transcriptional networks regulating fatty acid β-oxidation and ketogenesis. New factors, such as circadian rhythms and paracrine signals, are emerging as important aspects of this metabolic regulation. However, KB are currently considered not only as energy substrates but also as signaling molecules. β-hydroxybutyrate has been identified as class I histone deacetylase inhibitor, thus establishing a connection between products of hepatic lipid metabolism and epigenetics. Ketogenic diets (KD) are currently used to treat different forms of infantile epilepsy, also caused by genetic defects such as Glut1 and Pyruvate Dehydrogenase Deficiency Syndromes. However, several researchers are now focusing on the possibility to use KD in other diseases, such as cancer, neurological and metabolic disorders. Nonetheless, clear-cut evidence of the efficacy of KD in other disorders remains to be provided in order to suggest the adoption of such diets to metabolic-related pathologies.",False,False,True,True,2
"Diets low in carbohydrates and proteins and enriched in fat stimulate the hepatic synthesis of ketone bodies (KB). These molecules are used as alternative fuel for energy production in target tissues. The synthesis and utilization of KB are tightly regulated both at transcriptional and hormonal levels. The nuclear receptor peroxisome proliferator activated receptor α (PPARα), currently recognized as one of the master regulators of ketogenesis, integrates nutritional signals to the activation of transcriptional networks regulating fatty acid β-oxidation and ketogenesis. New factors, such as circadian rhythms and paracrine signals, are emerging as important aspects of this metabolic regulation. However, KB are currently considered not only as energy substrates but also as signaling molecules. β-hydroxybutyrate has been identified as class I histone deacetylase inhibitor, thus establishing a connection between products of hepatic lipid metabolism and epigenetics. Ketogenic diets (KD) are currently used to treat different forms of infantile epilepsy, also caused by genetic defects such as Glut1 and Pyruvate Dehydrogenase Deficiency Syndromes. However, several researchers are now focusing on the possibility to use KD in other diseases, such as cancer, neurological and metabolic disorders. Nonetheless, clear-cut evidence of the efficacy of KD in other disorders remains to be provided in order to suggest the adoption of such diets to metabolic-related pathologies.",False,False,True,True,2
"Treatment of PDH deficiency rarely influences the course of the disease. It is usually possible to reverse or minimize systemic lactic acid accumulation by giving a high fat/low carbohydrate ""ketogenic"" diet, but this does not alleviate the neurological symptoms as structural damage in the brain is present from before birth and many patients do not have significant metabolic problems. There is some evidence that dichloroacetate (which inhibits the specific PDH kinase and thereby activates any residual functioning complex) will also reduce the metabolic disturbance in some patients, but, again, this is rarely accompanied by any objective improvement in neurological performance. A more favorable outcome can be expected in the extremely rare patients with a thiamine responsive form of the disease and, for this reason, a short therapeutic trial of thiamine is worth trying in all cases.",False,False,True,True,2
"Objectives: To report 2 additional cases of pyruvate dehydrogenase complex deficiency with reversible deep gray matter lesions following initiation of ketogenic diet and to perform a literature review of serial imaging in patients with pyruvate dehydrogenase complex. Methods: Clinical data on 3 previously unpublished cases of patients with pyruvate dehydrogenase complex deficiency and with serial magnetic resonance imagings (MRIs) before and after institution of ketogenic diet were reported. A systematic literature review was performed to search for published cases of patients with confirmed pyruvate dehydrogenase complex deficiency who underwent serial MRIs. Results: The 3 subjects in this series demonstrated clinical improvement on ketogenic diet. Two subjects showed reversal of some brain lesions on repeat MRI following initiation of ketogenic diet. Of the 21 published cases with serial MRIs, 13 patients underwent some form of treatment, and of this smaller subset 4 patients had repeat MRIs that showed definitive improvement. In both our described cases and those published in the literature, improvement occurred in lesions in the basal ganglia. Conclusions: In patients with pyruvate dehydrogenase complex deficiency, basal ganglia lesions on MRI are reversible with treatment in some cases and could serve as a biomarker for measuring response to treatment.",True,False,False,False,1
"Background: The pyruvate dehydrogenase complex (PDC) catalyzes the irreversible decarboxylation of pyruvate into acetyl-CoA. PDC deficiency can be caused by alterations in any of the genes encoding its several subunits. The resulting phenotype, though very heterogeneous, mainly affects the central nervous system. The aim of this study is to describe and discuss the clinical, biochemical and genotypic information from thirteen PDC deficient patients, thus seeking to establish possible genotype-phenotype correlations. Results: The mutational spectrum showed that seven patients carry mutations in the PDHA1 gene encoding the E1α subunit, five patients carry mutations in the PDHX gene encoding the E3 binding protein, and the remaining patient carries mutations in the DLD gene encoding the E3 subunit. These data corroborate earlier reports describing PDHA1 mutations as the predominant cause of PDC deficiency but also reveal a notable prevalence of PDHX mutations among Portuguese patients, most of them carrying what seems to be a private mutation (p.R284X). The biochemical analyses revealed high lactate and pyruvate plasma levels whereas the lactate/pyruvate ratio was below 16; enzymatic activities, when compared to control values, indicated to be independent from the genotype and ranged from 8.5% to 30%, the latter being considered a cut-off value for primary PDC deficiency. Concerning the clinical features, all patients displayed psychomotor retardation/developmental delay, the severity of which seems to correlate with the type and localization of the mutation carried by the patient. The therapeutic options essentially include the administration of a ketogenic diet and supplementation with thiamine, although arginine aspartate intake revealed to be beneficial in some patients. Moreover, in silico analysis of the missense mutations present in this PDC deficient population allowed to envisage the molecular mechanism underlying these pathogenic variants. Conclusion: The identification of the disease-causing mutations, together with the functional and structural characterization of the mutant protein variants, allow to obtain an insight on the severity of the clinical phenotype and the selection of the most appropriate therapy.",True,False,True,True,3
"Background: The pyruvate dehydrogenase complex (PDC) catalyzes the irreversible decarboxylation of pyruvate into acetyl-CoA. PDC deficiency can be caused by alterations in any of the genes encoding its several subunits. The resulting phenotype, though very heterogeneous, mainly affects the central nervous system. The aim of this study is to describe and discuss the clinical, biochemical and genotypic information from thirteen PDC deficient patients, thus seeking to establish possible genotype-phenotype correlations. Results: The mutational spectrum showed that seven patients carry mutations in the PDHA1 gene encoding the E1α subunit, five patients carry mutations in the PDHX gene encoding the E3 binding protein, and the remaining patient carries mutations in the DLD gene encoding the E3 subunit. These data corroborate earlier reports describing PDHA1 mutations as the predominant cause of PDC deficiency but also reveal a notable prevalence of PDHX mutations among Portuguese patients, most of them carrying what seems to be a private mutation (p.R284X). The biochemical analyses revealed high lactate and pyruvate plasma levels whereas the lactate/pyruvate ratio was below 16; enzymatic activities, when compared to control values, indicated to be independent from the genotype and ranged from 8.5% to 30%, the latter being considered a cut-off value for primary PDC deficiency. Concerning the clinical features, all patients displayed psychomotor retardation/developmental delay, the severity of which seems to correlate with the type and localization of the mutation carried by the patient. The therapeutic options essentially include the administration of a ketogenic diet and supplementation with thiamine, although arginine aspartate intake revealed to be beneficial in some patients. Moreover, in silico analysis of the missense mutations present in this PDC deficient population allowed to envisage the molecular mechanism underlying these pathogenic variants. Conclusion: The identification of the disease-causing mutations, together with the functional and structural characterization of the mutant protein variants, allow to obtain an insight on the severity of the clinical phenotype and the selection of the most appropriate therapy.",True,False,True,True,3
"Mitochondria are the energy-producing organelles of the cell, generating ATP via oxidative phosphorylation mainly by using pyruvate derived from glycolytic processing of glucose. Ketone bodies generated by fatty acid oxidation can serve as alternative metabolites for aerobic energy production. The ketogenic diet, which is high in fat and low in carbohydrates, mimics the metabolic state of starvation, forcing the body to utilize fat as its primary source of energy. The ketogenic diet is used therapeutically for pharmacoresistant epilepsy and for ""rare diseases"" of glucose metabolism (glucose transporter type 1 and pyruvate dehydrogenase deficiency). As metabolic reprogramming from oxidative phosphorylation toward increased glycolysis is a hallmark of cancer cells; there is increasing evidence that the ketogenic diet may also be beneficial as an adjuvant cancer therapy by potentiating the antitumor effect of chemotherapy and radiation treatment.",False,False,False,False,0
"Pyruvate dehydrogenase complex deficiency (PDCD) is a rare neurodegenerative disorder associated with abnormal mitochondrial metabolism. Structural brain abnormalities are common in PDCD. A case of a patient with PDCD with an unusual presentation is described. A 20-month-old boy with hypotonia and developmental delay, presented with hypoxia and respiratory distress due to bronchiolitis. During hospitalisation, he was prescribed PediaSure® feeds. Two days after starting these feeds, he developed respiratory arrest requiring intubation. His blood gas before arrest revealed lactate of 8.9 mmol/L despite normal haemodynamics. After stabilisation and a period of compulsory fasting, subsequent feeding with PediaSure® resulted in the recurrence of lactic acidosis. A metabolic workup revealed an elevated serum pyruvate level. Brain MRI was normal. Skeletal muscle biopsy confirmed PDCD. The most common cause of PDCD is a mutation in the X-linked PDHA1 gene. The severity of PDCD can range from neonatal death to more delayed onset of symptoms as in our index case. Normal brain MRI is reported in only 2% of patients with PDCD. There is no effective treatment for PDCD. In patients with proximal muscle weakness and feeding intolerance with glucose-containing feeds, the presence of lactic acidosis should raise the suspicion of PDCD irrespective of the patient's age and normal MRI.",True,False,False,True,2
"Metabolic epilepsies arise in the context of rare inborn errors of metabolism (IEM), notably glucose transporter type 1 deficiency syndrome, succinic semialdehyde dehydrogenase deficiency, pyruvate dehydrogenase complex deficiency, nonketotic hyperglycinemia, and mitochondrial cytopathies. A common feature of these disorders is impaired bioenergetics, which through incompletely defined mechanisms result in a wide spectrum of neurological symptoms, such as epileptic seizures, developmental delay, and movement disorders. The ketogenic diet (KD) has been successfully utilized to treat such conditions to varying degrees. While the mechanisms underlying the clinical efficacy of the KD in IEM remain unclear, it is likely that the proposed heterogeneous targets influenced by the KD work in concert to rectify or ameliorate the downstream negative consequences of genetic mutations affecting key metabolic enzymes and substrates-such as oxidative stress and cell death. These beneficial effects can be broadly grouped into restoration of impaired bioenergetics and synaptic dysfunction, improved redox homeostasis, anti-inflammatory, and epigenetic activity. Hence, it is conceivable that the KD might prove useful in other metabolic disorders that present with epileptic seizures. At the same time, however, there are notable contraindications to KD use, such as fatty acid oxidation disorders. Clearly, more research is needed to better characterize those metabolic epilepsies that would be amenable to ketogenic therapies, both experimentally and clinically. In the end, the expanded knowledge base will be critical to designing metabolism-based treatments that can afford greater clinical efficacy and tolerability compared to current KD approaches, and improved long-term outcomes for patients.",False,True,True,True,3
"Metabolic epilepsies arise in the context of rare inborn errors of metabolism (IEM), notably glucose transporter type 1 deficiency syndrome, succinic semialdehyde dehydrogenase deficiency, pyruvate dehydrogenase complex deficiency, nonketotic hyperglycinemia, and mitochondrial cytopathies. A common feature of these disorders is impaired bioenergetics, which through incompletely defined mechanisms result in a wide spectrum of neurological symptoms, such as epileptic seizures, developmental delay, and movement disorders. The ketogenic diet (KD) has been successfully utilized to treat such conditions to varying degrees. While the mechanisms underlying the clinical efficacy of the KD in IEM remain unclear, it is likely that the proposed heterogeneous targets influenced by the KD work in concert to rectify or ameliorate the downstream negative consequences of genetic mutations affecting key metabolic enzymes and substrates-such as oxidative stress and cell death. These beneficial effects can be broadly grouped into restoration of impaired bioenergetics and synaptic dysfunction, improved redox homeostasis, anti-inflammatory, and epigenetic activity. Hence, it is conceivable that the KD might prove useful in other metabolic disorders that present with epileptic seizures. At the same time, however, there are notable contraindications to KD use, such as fatty acid oxidation disorders. Clearly, more research is needed to better characterize those metabolic epilepsies that would be amenable to ketogenic therapies, both experimentally and clinically. In the end, the expanded knowledge base will be critical to designing metabolism-based treatments that can afford greater clinical efficacy and tolerability compared to current KD approaches, and improved long-term outcomes for patients.",False,True,True,True,3
