question,pmid,adaptation,sent_id,source,target,operation,umls_jargon_present,umls_jargon_count,umls_jargon_density,warning_present,warning_count,warning_categories,numerical_present,numerical_count,numerical_density
20,19445546,adaptation1,1,"Pediatric generalized anxiety disorder (GAD) is characterized by excessive and uncontrollable worry about a variety of events and is accompanied by physical symptoms such as headaches, tension, restlessness, gastrointestinal distress, and heart palpitations.","In children, generalized anxiety disorder (GAD) includes having more than normal and uncontrollable worry about different events and is also includes physical symptoms such as headaches, tension, restlessness, digestive problems, and a racing heartbeat.",Substitution,True,5,0.1515,False,0,,False,0,0.0
20,19445546,adaptation1,2,"Symptoms impose marked distress and interfere with social, emotional, and educational functioning.","Symptoms interfere with social, emotional, and educational experiences.",Generalization,False,0,0.0,False,0,,False,0,0.0
20,19445546,adaptation1,3,"GAD occurs in over 10% of children and adolescents, has an average age of onset of 8.5 years, and is more often reported in girls.",GAD occurs in over 10% of children and adolescents and usually starts at the age of 8.5 years. GAD is more often reported in girls.,Substitution,False,0,0.0,False,0,,True,2,0.08
20,19445546,adaptation1,4,Common co-occurring conditions include separation anxiety disorder and social phobia.,"Common conditions that occur with GAD include getting very anxious when separated from family or the main caregiver and social phobia, an intense fear of being in front of others or being watched or judged.",Explanation,False,0,0.0,False,0,,False,0,0.0
20,19445546,adaptation1,5,"Assessment involves a multi-informant, multi-method approach involving the child, parents, and school teachers.","Multiple methods are used to test for GAD and includes the child, parents, and school teachers.",Explanation,False,0,0.0,False,0,,False,0,0.0
20,19445546,adaptation1,6,"A clinical interview should be conducted to assess for the three primary ways anxiety presents: behaviors, thoughts, and somatic symptoms.","An interview is recommended to look for the three main ways anxiety is shown: behaviors, thoughts, and somatic (physical) symptoms.",Substitution,True,1,0.05,False,0,,False,0,0.0
20,19445546,adaptation1,7,"Several semi-structured diagnostic interviews are available, and the Anxiety Disorders Interview Schedule is increasingly used.",Several interview formats to make a diagnosis are available. The Anxiety Disorders Interview Schedule is increasingly used.,Substitution,False,0,0.0,False,0,,False,0,0.0
20,19445546,adaptation1,8,"Rating scales completed by the patient, caregivers, and teachers provide useful information for diagnosis and symptom monitoring.","Ratings scales are completed by the patient, caregivers, and teachers and provide useful information for diagnosis and symptom monitoring.",Substitution,True,1,0.0588,False,0,,False,0,0.0
20,19445546,adaptation1,9,"Several scales are available to assess patients for the Diagnostic and Statistical Manual of Mental Disorders (4th Edition) GAD diagnosis; however, instruments generally cannot distinguish children with GAD from children with similar anxiety disorders.","Several scales are able to make a GAD diagnosis which is a diagnosis based on the well-known handbook of mental disorders used by many providers; however, interview tools usually cannot make the distinction between children with GAD and children with similar anxiety disorders.",Explanation,False,0,0.0,False,0,,False,0,0.0
20,19445546,adaptation1,10,Both cognitive-behavioral therapy (CBT) and selective serotonin reuptake inhibitors (SSRIs) have demonstrated efficacy for the treatment of pediatric anxiety disorders including GAD.,"Cognitive-behavioral therapy, which is a type of therapy that focuses on challenging negative thoughts that can worsen emotional difficulties, is shown to be a part positive effect for the treatment of GAD. Additionally, a type of antidepressant called selective serotonin reuptake inhibitors (SSRIs) also show benefits for the treatment of pediatric anxiety disorders including GAD.",Explanation,True,5,0.2273,False,0,,False,0,0.0
20,19445546,adaptation1,11,Evidence suggests that the combination of CBT plus sertraline offers additional benefit compared with either treatment alone.,Evidence suggests that the combination of cognitive-behavioral therapy plus sertraline (an SSRI medication) offers additional benefit when compared with either treatment alone.,Explanation,True,2,0.1176,False,0,,False,0,0.0
20,19445546,adaptation1,12,"With pharmacotherapy, systematic tracking of treatment-emergent adverse events such as headaches, stomach aches, behavioral activation, worsening symptoms, and emerging suicidal thoughts is important.","When using medications for treatment, it is important to monitor and track negative side effects that occur such as headaches, stomach aches, behavioral activation, worsening symptoms, and emerging suicidal thoughts.",Explanation,True,5,0.2174,True,1,side_effect,False,0,0.0
20,19445546,adaptation1,13,"Recommended starting doses are fluvoxamine 25 mg/day, fluoxetine 10 mg/day, and sertraline 25 mg/day, though lower starting doses are possible.","Recommended starting doses of SSRIs are fluvoxamine 25 mg/day, fluoxetine 10 mg/day, and sertraline 25 mg/day, though starting with lower doses is possible.",Explanation,True,3,0.15,False,0,,True,3,0.15
20,19445546,adaptation1,14,"Dosing can be adjusted as often as weekly with the goal of achieving a high-quality response, while minimizing side effects.","Dosing can be changed as often as weekly with the goal of achieving a high-quality response, while minimizing side effects.",Substitution,False,0,0.0,True,1,side_effect,False,0,0.0
20,19445546,adaptation1,15,"Long-term treatment with medication has not been well studied; however, to achieve optimal long-term outcome extended use of medication may be required.","Long-term treatment with medication has not been well studied; however, to reach the best long-term outcome, extended use of the medication may be required.",Substitution,True,1,0.0455,False,0,,False,0,0.0
20,19445546,adaptation1,16,"It is recommended to continue medication for approximately 1 year following remission in symptoms, and when discontinuing medication to choose a stress-free time of the year.","It is recommended to continue medication for about 1 year after remission in symptoms, and to choose a stress-free time of the year when stopping medication.",Substitution,True,1,0.0385,False,0,,True,1,0.0385
20,19445546,adaptation1,17,"If symptoms return, medication re-initiation should be considered seriously.","If symptoms return, restarting the medication should be considered seriously.",Substitution,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,1,Background: Depression is the single largest contributor to non-fatal health loss worldwide.,Depression is the single largest contributor to non-fatal health loss worldwide.,Substitution,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,2,Second-generation antidepressants are the first-line option for pharmacological management of depression.,"New antidepressants, also called second-generation antidepressants, (medications used to treat depression and other disorders and can improve mood, sleep quality, and concentration) are the first-line option for managing depression using medication.",Explanation,True,1,0.0909,False,0,,False,0,0.0
20,31178367,adaptation1,3,"Optimising their use is crucial in reducing the burden of depression; however, debate about their dose dependency and their optimal target dose is ongoing.","Their use is important to reduce the burden of depression; however, there is ongoing debate about their dose dependency (when the effects of a drug change when the dose of the drug is changed) and the best target dose (the dose that achieves a target effect).",Explanation,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,4,We have aimed to summarise the currently available best evidence to inform this clinical question.,We have aimed to summarize the best available evidence to inform this clinical question.,Substitution,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,5,Findings: 28 554 records were identified through our search (24 524 published and 4030 unpublished records).,"Researchers found 28,554 records by searching published and unpublished records.",Generalization,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,6,"561 published and 121 unpublished full-text records were assessed for eligibility, and 77 studies were included (19 364 participants; mean age 42·5 years, SD 11·0; 7156 [60·9%] of 11 749 reported were women).","Among those records, 561 published and 121 unpublished records that have complete text are reviewed, and 77 are included in the final analysis.",Generalization,False,0,0.0,False,0,,True,3,0.0909
20,31178367,adaptation1,7,"For SSRIs (99 treatment groups), the dose-efficacy curve showed a gradual increase up to doses between 20 mg and 40 mg fluoxetine equivalents, and a flat to decreasing trend through the higher licensed doses up to 80 mg fluoxetine equivalents.","For SSRIs or selective serotonin reuptake inhibitors (a type of antidepressant that can increase the amount of serotonin, a mood stabilizer), the dose-efficacy curve (relationship between an effect of a drug and the amount of drug given) showed a gradual increase up to doses between 20mg and 40mg fluoxetine (a type of SSRI also called prozac), and a flat to decreasing trend through the higher doses up to 80 mg fluoxetine equivalents.",Explanation,True,3,0.075,False,0,,True,3,0.075
20,31178367,adaptation1,8,Dropouts due to adverse effects increased steeply through the examined range.,Some patients dropped out due to side effects.,Generalization,True,1,0.0909,True,1,side_effect,False,0,0.0
20,31178367,adaptation1,9,The relationship between the dose and dropouts for any reason indicated optimal acceptability for the SSRIs in the lower licensed range between 20 mg and 40 mg fluoxetine equivalents.,The relationship between the dose of the drug and dropouts for any reason suggests the best acceptability for using SSRIs is in the lower licensed range between 20 mg and 40 mg fluoxetine equivalents.,Explanation,True,2,0.069,False,0,,True,2,0.069
20,31178367,adaptation1,10,"Venlafaxine (16 treatment groups) had an initially increasing dose-efficacy relationship up to around 75-150 mg, followed by a more modest increase, whereas for mirtazapine (11 treatment groups) efficacy increased up to a dose of about 30 mg and then decreased.","Venlafaxine (a type of antidepressant) has an initially increasing  relationship between dose amount and drug performance up to 75-150mg, followed by a more modest increase, whereas for another antidepressant called mirtazapine, performance increased up to a dose of about 30 mg and then decreased.",Substitution,True,2,0.05,False,0,,True,2,0.05
20,31178367,adaptation1,11,Both venlafaxine and mirtazapine showed optimal acceptability in the lower range of their licensed dose.,Both venlafaxine and mirtazapine worked well in the lower range of their licensed dose.,Substitution,True,2,0.1333,False,0,,False,0,0.0
20,31178367,adaptation1,12,These results were robust to several sensitivity analyses.,These results performed well in several sensitivity analyses to assess strength and uncertainty in a study.,Explanation,False,0,0.0,False,0,,False,0,0.0
20,31178367,adaptation1,13,"Interpretation: For the most commonly used second-generation antidepressants, the lower range of the licensed dose achieves the optimal balance between efficacy, tolerability, and acceptability in the acute treatment of major depression.","For the most common newer antidepressants, the lower range of the dose achieves the best balance between performance, tolerability (the degree to which drugs' negative effects can be handled by patients), and acceptability in the treatment of major depression.",Explanation,True,2,0.0645,False,0,,False,0,0.0
20,33404081,adaptation1,1,"Objective: Since several recent meta-analyses report a dose-response relationship for the antidepressant effect of the selective serotonin reuptake inhibitors (SSRIs), we investigated how these drugs are dosed in clinical practice.",Several analyses using data from multiple studies have found a relationship between the amount of a medicine given (dose) and its effect in a type of antidepressant called selective serotonin reuptake inhibitors (SSRIs). The objective of this study is to investigate how these SSRI drugs are dosed in doctor's offices and health clinics.,Explanation,True,3,0.1,False,0,,False,0,0.0
20,33404081,adaptation1,2,"Methods: Through linkage of nation- or region-wide registers, we describe SSRI doses in 50,365 individuals residing in Region Västra Götaland, Sweden, with an incident diagnosis of depression and initiating SSRI treatment between 2007 and 2016.","Researchers describe SSRI doses in 50,365 people living in a specific region in Sweden, with a diagnosis of depression and starting SSRI treatment between 2007 and 2016.",Generalization,True,2,0.0571,False,0,,False,0,0.0
20,33404081,adaptation1,3,"The primary question was to elucidate to what extent these individuals had been prescribed a daily dose that according to recent meta-analyses is required to elicit the maximum antidepressant effect, that is >20 mg citalopram, >10 mg escitalopram, >10 mg fluoxetine, >10 mg paroxetine or >50 mg sertraline.","The main question is to explain the extent these people are prescribed a daily dose that is expected to get a peak response that would not go higher with a higher dose, which is > 20 mg of citalopram, >10 mg escitalopram, >10 mg fluoxetine, >10 mg paroxetine or >50 mg sertraline - all SSRIs.",Substitution,True,6,0.125,False,0,,True,5,0.1042
20,33404081,adaptation1,4,"Results: In all, 21,049 (54%) out of 38,868 individuals <65 years of age, and 9,131 (79%) out of 11,497 individuals ≥65 years of age, never received an SSRI dose reported to exert maximum antidepressant effect.","Overall, 21,049 (54%) out of 38,868 individuals <65 years of age, and 9,131 (79%) out of 11,497 individuals ≥65 years of age, never receive an SSRI dose reported to bring about a maximum antidepressant effect.",Substitution,True,2,0.0571,False,0,,True,4,0.1143
20,33404081,adaptation1,5,"These prescribing practices were seen for citalopram, escitalopram and sertraline, but not for fluoxetine and paroxetine, and were frequent in both primary and secondary/tertiary care.","These dosing practices are seen for citalopram, escitalopram and sertraline, but not for fluoxetine and paroxetine, and are frequent in both general care and specialized care.",Substitution,True,5,0.2,False,0,,False,0,0.0
20,33404081,adaptation1,6,"Suggesting that doses here defined as maximum efficacy doses, when prescribed, are usually not intolerable, between 59% and 68% of individuals <65 years of age received such a dose also for the subsequent prescription, that is as frequently as in those prescribed a sub-maximum efficacy dose (52-69%).",Between 59% and 68% of individuals <65 years of age received the maximum efficacy dose (the dose where an increased dose given would not lead to improvement) for the next prescription. That percent is as frequently as in those prescribed a sub-maximum efficacy dose which is the dose that has a lower response despite an increase in the dose amount.,Explanation,False,0,0.0,False,0,,True,4,0.0851
20,33404081,adaptation1,7,Conclusion: Most patients being prescribed an SSRI to treat their depression never receive the dose that according to recent meta-analyses is most likely to effectively combat their condition.,"In conclusion, most patients taking an SSRI to treat their depression never receive the dose that is most likely to effectively fight their condition based on detailed reviews of available data.",Substitution,True,1,0.0357,False,0,,False,0,0.0
20,33404081,adaptation1,8,The lack of consensus regarding effective dosing of SSRIs may have contributed to this state of affairs.,The lack of agreement on the effective dose amount of SSRIs may have contributed to this conclusion.,Substitution,True,1,0.0588,False,0,,False,0,0.0
20,34269321,adaptation1,1,Objective: A large number of people experience misophonia.,A large number of people experience misophonia (having a strong reaction to specific sounds).,Explanation,False,0,0.0,False,0,,False,0,0.0
20,34269321,adaptation1,2,"In 2013, the Amsterdam Study Group recommended diagnostic criteria for misophonia.","In 2013, the Amsterdam Study Group recommended criteria, such as signs and symptoms, to diagnose misophonia.",Explanation,False,0,0.0,False,0,,False,0,0.0
20,34269321,adaptation1,3,"However, misophonia is not yet included in the Diagnostic and Statistical Manual of Mental Disorders.","However, misophonia is not yet included in the Diagnostic and Statistical Manual of Mental Disorders, a handbook for health care providers to guide the diagnosis of mental disorders.",Explanation,False,0,0.0,False,0,,False,0,0.0
20,34269321,adaptation1,4,This report is the first report on drug use that directly affects misophonia and demonstrates a 14-year-old adolescent girl with misophonia successfully treated with fluoxetine.,This report is the first report on drug use that directly affects misophonia and shows a 14-year old girl with misophonia who is successfully treated with fluoxetine (a type of antidepressant also called prozac).,Explanation,True,1,0.04,False,0,,False,0,0.0
20,34269321,adaptation1,5,"Methods: The patient's misophonia symptoms had been continuing for approximately 2 years, and her quality of life was significantly reduced.","The patient's misophonia symptoms had been continuing for approximately 2 years, and her quality of life (a patient's ability to enjoy normal, everyday activities) was significantly reduced.",Explanation,False,0,0.0,False,0,,True,1,0.05
20,34269321,adaptation1,6,"Psychotherapy conditions could not be applied, and fluoxetine 10 mg/d was started and increased to 20 mg/d after a week.",Fluoxetine 10 mg/day was started and increased to 20 mg/day after a week.,Generalization,True,2,0.1,False,0,,True,2,0.1
20,34269321,adaptation1,7,"At the second-month follow-up, because of partial improvement, fluoxetine dose was increased to 30 mg/d.","At the second-month follow-up with the patient, because of partial improvement, the fluoxetine dose was increased to 30 mg/day.",Explanation,True,1,0.0667,False,0,,True,1,0.0667
20,34269321,adaptation1,8,"Results: At the fourth-month follow-up, there was a 40% decrease in Amsterdam Misophonia Scale score with a 70% decrease in the children's global assessment scale scores.","At the fourth-month follow-up, there was a 40% decrease in Amsterdam Misophonia Scale score (a rating scale to measure how severe symptoms are) with a 70% decrease in the children's global assessment scale scores (a score that measures overall level of functioning).",Explanation,False,0,0.0,False,0,,True,2,0.0769
20,34269321,adaptation1,9,"By the 16th week, the overall functionality level was good at the end.","By the 16th week, the overall functionality level was good at the end.",Substitution,False,0,0.0,False,0,,False,0,0.0
20,34269321,adaptation1,10,Conclusions: Fluoxetine may be used as an effective drug in the treatment of misophonia.,"In conclusion, fluoxetine may be used as an effective drug in the treatment of misophonia.",Substitution,True,1,0.0714,False,0,,False,0,0.0
21,18656819,adaptation1,1,"Hiatus hernia refers to conditions in which elements of the abdominal cavity, most commonly the stomach, herniate through the oesophageal hiatus into the mediastinum.",Hiatus hernia refers to when the upper part of the stomach pushes up through the diaphragm into the chest.,Generalization,True,3,0.125,False,0,,False,0,0.0
21,18656819,adaptation1,2,With the most common type (type I or sliding hiatus hernia) this is associated with laxity of the phrenooesophageal membrane and the gastric cardia herniates.,"The most common type (type 1 or sliding hiatus hernia), looseness of the ligament that attaches the esophagus to the diaphragm, causes the part of the stomach that is closest to the esophagus to push up.",Explanation,True,3,0.12,False,0,,False,0,0.0
21,18656819,adaptation1,3,"Sliding hiatus hernia is readily diagnosed by barium swallow radiography, endoscopy, or manometry when greater than 2 cm in axial span.","Sliding hiatus hernia is easily diagnosed by a swallowing test during x-ray, a flexible tube with a light and camera attached, or an esophagus test when more than 2 cm along an axis.",Explanation,True,5,0.2381,False,0,,False,0,0.0
21,18656819,adaptation1,4,"However, the mobility of the oesophagogastric junction precludes the reliable detection of more subtle disruption by endoscopy or radiography.","However, the movement of the junction between the esophagus and stomach doesn't allow for dependable detection of smaller abnormalities using a flexible tube with a light and camera attached or x-ray.",Explanation,True,2,0.1053,False,0,,False,0,0.0
21,18656819,adaptation1,5,"Detecting lesser degrees of axial separation between the lower oesophageal sphincter and crural diaphragm can only be reliably accomplished with high-resolution manometry, a technique that permits real time localization of these oesophagogastric junction components without swallow or distention related artefact.","Detecting lesser separation between the esophagus and the diaphragm can only be done reliably with a high-resolution esophagus test, which allows a real time location of the parts of the junction between the esophagus and stomach without misrepresentation due to movement.",Substitution,True,3,0.075,False,0,,False,0,0.0
21,21209544,adaptation1,1,"A Spigelian hernia (or lateral ventral hernia) is a hernia through the spigelian fascia, which is the aponeurotic layer between the rectus abdominis muscle medially, and the semilunar line laterally.",A Spigelian hernia (or lateral ventral hernia involving bulging of digestive organs) develops through muscles found in the abdominal wall.,Generalization,True,2,0.0667,False,0,,False,0,0.0
21,21209544,adaptation1,2,"So far, about 1000 cases have been reported worldwide.","So far, about 1000 of these hernia cases have been seen worldwide.",Explanation,False,0,0.0,False,0,,False,0,0.0
21,21209544,adaptation1,3,These hernias are difficult to diagnose as they do not present with a subcutaneous swelling and have high risk of going for strangulation.,"These hernias are hard to diagnose, because they do not cause swelling and often can cut off blood supply to one or more essential organs (e.g., small or large intestine).",Explanation,True,3,0.1304,True,1,risk_alert,False,0,0.0
21,21209544,adaptation1,4,"We discuss the case of a 36 year old female who presented with history of pain and lumpiness in left lower abdomen, both of which decreased on lying down.","We look at the case of a 36-year-old female with a history of pain and lumpiness in her left lower stomach, both of which got better when she lay down.",Substitution,True,1,0.0345,False,0,,True,1,0.0345
21,21209544,adaptation1,5,She presented to emergency with an episode severe pain at same site which subsided spontaneously.,She came to the emergency room with severe pain at the same place that went away on its own.,Explanation,False,0,0.0,False,0,,False,0,0.0
21,21209544,adaptation1,6,"Diagnosis was confirmed on CT scan, plication and onlay prolene mesh repair performed.","A CT scan showed a Spigelian hernia, and a doctor performed surgery.",Substitution,True,2,0.1538,False,0,,False,0,0.0
21,21209544,adaptation1,7,"Spigelian hernias are rare, interparietal type of hernias which have high risk undergoing strangulation.",Spigelian hernias are rare and often can cut off blood supply to one or more essential organs.,Explanation,True,2,0.1429,False,0,,False,0,0.0
21,21209544,adaptation1,8,Knowledge of symptoms and signs is vital to diagnosis and treatment of these rare type of hernias.,Knowledge of symptoms and signs is important to diagnose and treat these rare hernias.,Generalization,True,1,0.0588,False,0,,False,0,0.0
21,28828685,adaptation1,1,Purpose: Hiatal hernias are a common finding on radiographic or endoscopic studies.,"Hiatal hernias, which occur when the upper part of the stomach pushes up through the diaphragm into the chest, are often found by x-ray and using a long, thin tube with a camera to look inside the body.",Explanation,True,1,0.0833,False,0,,False,0,0.0
21,28828685,adaptation1,2,"Hiatal hernias may become symptomatic or, less frequently, can incarcerate or become a volvulus leading to organ ischemia.","Hiatal hernias may cause symptoms or, less often, can become trapped or twisted, cutting off blood flow to organs.",Substitution,True,2,0.1111,False,0,,False,0,0.0
21,28828685,adaptation1,3,This review examines latest evidence on the diagnostic workup and management of hiatal hernias.,This review looks at the latest studies on the diagnosis and treatment of hiatal hernias.,Substitution,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation1,4,Methods: A literature review of contemporary and latest studies with highest quality of evidence was completed.,We reviewed the strongest current and most recent studies.,Generalization,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation1,5,This information was examined and compiled in review format.,We studied this information and put it in an easily reviewable format.,Explanation,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation1,6,Results: Asymptomatic hiatal and paraesophageal hernias become symptomatic and necessitate repair at a rate of 1% per year.,We found that hiatal hernias without symptoms develop symptoms and need repair at a rate of 1% per year.,Substitution,True,1,0.0556,False,0,,True,1,0.0556
21,28828685,adaptation1,7,Watchful waiting is appropriate for asymptomatic hernias.,Watching without treatment unless symptoms appear or change is suggested for people with hernias with no symptoms.,Explanation,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation1,8,Symptomatic hiatal hernias and those with confirmed reflux disease require operative repair with an anti-reflux procedure.,Hiatal hernias with symptoms and those with stomach acid reflux disease need surgery with an anti-reflux procedure.,Substitution,True,2,0.125,False,0,,False,0,0.0
21,28828685,adaptation1,9,"Key operative steps include the following: reduction and excision of hernia sac, 3 cm of intraabdominal esophageal length, crural closure with mesh reinforcement, and an anti-reflux procedure.",Surgery has key steps.,Generalization,True,4,0.1481,False,0,,False,0,0.0
21,28828685,adaptation1,10,Repairs not amenable to key steps may undergo gastropexy and gastrostomy placement as an alternative procedure.,"When these key steps can't be done, stitching the stomach to the diaphragm and inserting a feeding tube is another option.",Explanation,True,2,0.125,False,0,,False,0,0.0
21,28828685,adaptation1,11,Conclusions: Hiatal hernias are commonly incidental findings.,We conclude that hiatal hernias are often found when looking for something else.,Explanation,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation1,12,"When hernias become symptomatic or have reflux disease, an operative repair is required.","When hernias cause symptoms or have reflux disease, surgery is needed.",Generalization,True,1,0.0769,False,0,,False,0,0.0
21,28828685,adaptation1,13,A minimally invasive approach is safe and has improved outcomes.,A minimally invasive treatment is safe and has improved results.,Substitution,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation2,1,Purpose: Hiatal hernias are a common finding on radiographic or endoscopic studies.,"Hiatal hernias, in which the stomach bulges into the chest, are common clinical findings.",Explanation,True,1,0.0833,False,0,,False,0,0.0
21,28828685,adaptation2,2,"Hiatal hernias may become symptomatic or, less frequently, can incarcerate or become a volvulus leading to organ ischemia.","Hiatal hernias can lead to unwanted symptoms, trapped or twisted intestines, and reduced blood flow to certain body parts.",Substitution,True,2,0.1111,False,0,,False,0,0.0
21,28828685,adaptation2,3,This review examines latest evidence on the diagnostic workup and management of hiatal hernias.,This review examines the latest works on identifying and managing these stomach bulges into the chest.,Substitution,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation2,6,Results: Asymptomatic hiatal and paraesophageal hernias become symptomatic and necessitate repair at a rate of 1% per year.,No-symptom stomach or organ bulges into the chest acquire symptoms and need repair at a rate of 1% per year.,Substitution,True,1,0.0556,False,0,,True,1,0.0556
21,28828685,adaptation2,7,Watchful waiting is appropriate for asymptomatic hernias.,Watchful waiting is appropriate for these no-symptom organ bulges into the chest.,Explanation,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation2,8,Symptomatic hiatal hernias and those with confirmed reflux disease require operative repair with an anti-reflux procedure.,"Hiatal hernias with unwanted symptoms and stomach acid reflux into throat need special, anti-reflux surgery.",Substitution,True,2,0.125,False,0,,False,0,0.0
21,28828685,adaptation2,9,"Key operative steps include the following: reduction and excision of hernia sac, 3 cm of intraabdominal esophageal length, crural closure with mesh reinforcement, and an anti-reflux procedure.","Key surgery steps include: cutting out the bulging sac, 3 cm of the lower esophagus, closing the site with mesh, and an anti-acid reflux operation.",Substitution,True,4,0.1481,False,0,,False,0,0.0
21,28828685,adaptation2,10,Repairs not amenable to key steps may undergo gastropexy and gastrostomy placement as an alternative procedure.,Repairs not possible with common surgery may need stitching and opening of the stomach instead.,Substitution,True,2,0.125,False,0,,False,0,0.0
21,28828685,adaptation2,11,Conclusions: Hiatal hernias are commonly incidental findings.,Hiatal hernias are common.,Generalization,False,0,0.0,False,0,,False,0,0.0
21,28828685,adaptation2,12,"When hernias become symptomatic or have reflux disease, an operative repair is required.","When organ bulges lead to awful symptoms or stomach acid reflux, surgery is needed.",Substitution,True,1,0.0769,False,0,,False,0,0.0
21,28828685,adaptation2,13,A minimally invasive approach is safe and has improved outcomes.,A small incision surgery is safe and has improved outcomes.,Substitution,False,0,0.0,False,0,,False,0,0.0
21,31482863,adaptation1,1,Inguinal hernia is the most frequently diagnosed hernia and during their lifetime one third of males are diagnosed with an inguinal hernia.,"Inguinal hernia, a bulging of digestive organs occurring in the groin area, is the most often diagnosed hernia. During their lifetime one third of males are diagnosed with an inguinal hernia.",Explanation,False,0,0.0,False,0,,False,0,0.0
21,31482863,adaptation1,2,The age distribution is bimodal with the highest incidence in childhood and after 50 years of age.,People are most likely to get an inguinal hernia in childhood and after 50 years old.,Substitution,False,0,0.0,False,0,,True,1,0.0588
21,31482863,adaptation1,3,Diagnosis is usually reached through clinical examination of a lump in the inguinal region although some patients can present with intestinal obstruction.,Doctors usually diagnose an inguinal hernia by a lump in the groin region although some patients can have blocked intestines.,Substitution,True,1,0.0455,False,0,,False,0,0.0
21,31482863,adaptation1,4,Inguinal hernia repair is the only definitive treatment and is one of the most common surgical procedures performed.,Inguinal hernia repair is the only treatment and is one of the most common surgeries done.,Substitution,True,3,0.1667,False,0,,False,0,0.0
21,31482863,adaptation1,5,"It is usually performed as an elective procedure in local, spinal or general anasthesia.",Surgery is usually non-urgent and done under anesthesia.,Generalization,True,1,0.0714,False,0,,False,0,0.0
21,31482863,adaptation1,6,"The repair constitutes of reinforcing the posterior wall of the inguinal canal, often using a polypropylene mesh; either via an open anterior approach or posteriorly from within the abdomen with laparoscopy.","The repair involves strengthening the area of the groin, often using a plastic mesh; either by traditional or minimally invasive surgery.",Generalization,True,4,0.129,False,0,,False,0,0.0
21,31482863,adaptation1,7,The most common complications following a hernia repair are recurrent hernia and chronic -discomfort but recurrence rates have improved with the use of mesh and laparoscopic techniques.,"The most common complications after a hernia repair are the hernia returning and long-term discomfort, but the rate of a hernia returning has gone down with the use of mesh and minimally invasive surgery.",Explanation,True,3,0.1111,True,1,side_effect,False,0,0.0
21,31482863,adaptation1,8,This evidence based review describes the -epidemiology and etiology of inguinal hernia together with the most common surgical procedures; focusing on recent innovations.,"This data-driven review describes the spread, contributing factors, and causes of inguinal hernias and the most common surgeries, focusing on recent methods.",Substitution,True,1,0.0435,False,0,,False,0,0.0
21,31482863,adaptation2,1,Inguinal hernia is the most frequently diagnosed hernia and during their lifetime one third of males are diagnosed with an inguinal hernia.,"Inguinal hernias, or organ bulging at the lower ab area, is the most frequent hernia afflicting one third of males.",Substitution,False,0,0.0,False,0,,False,0,0.0
21,31482863,adaptation2,2,The age distribution is bimodal with the highest incidence in childhood and after 50 years of age.,These lower-ab organ bulges occur most frequently in childhood and after 50 years.,Generalization,False,0,0.0,False,0,,True,1,0.0588
21,31482863,adaptation2,3,Diagnosis is usually reached through clinical examination of a lump in the inguinal region although some patients can present with intestinal obstruction.,Clinicians identify these inguinal hernias by a lump in the lower-ab area or when patients have intestinal blockage.,Generalization,True,1,0.0455,False,0,,False,0,0.0
21,31482863,adaptation2,4,Inguinal hernia repair is the only definitive treatment and is one of the most common surgical procedures performed.,Surgery of the lower-ab organ bulge is the only treatment and is very common.,Generalization,True,3,0.1667,False,0,,False,0,0.0
21,31482863,adaptation2,5,"It is usually performed as an elective procedure in local, spinal or general anasthesia.",Surgery of the lower-ab organ bulge is usually performed with anasthesia.,Generalization,True,1,0.0714,False,0,,False,0,0.0
21,31482863,adaptation2,6,"The repair constitutes of reinforcing the posterior wall of the inguinal canal, often using a polypropylene mesh; either via an open anterior approach or posteriorly from within the abdomen with laparoscopy.",The surgery involves reinforcing the lower abdomen wall with mesh.,Generalization,True,4,0.129,False,0,,False,0,0.0
21,31482863,adaptation2,7,The most common complications following a hernia repair are recurrent hernia and chronic -discomfort but recurrence rates have improved with the use of mesh and laparoscopic techniques.,"While long-lasting discomfort and reappearing hernias or organ bulges may follow a hernia repair, the rate of reappearance has improved with mesh and small-incisions.",Substitution,True,3,0.1111,True,1,side_effect,False,0,0.0
21,31482863,adaptation2,8,This evidence based review describes the -epidemiology and etiology of inguinal hernia together with the most common surgical procedures; focusing on recent innovations.,The article reviews the spread and causes of inguinal hernia along with common surgical treatments.,Generalization,True,1,0.0435,False,0,,False,0,0.0
